,polyline,value
4,"[[20, 41.14779300000004, -8.61098400000001], [21, 41.147793, -8.610984], [22, 41.14782, -8.611047000000001], [23, 41.147937, -8.611172999999999], [24, 41.1481062, -8.611072199999999], [26, 41.148444600000005, -8.610870599999998], [27, 41.14861380000001, -8.610769799999998], [28, 41.14878300000001, -8.610668999999998], [29, 41.148783, -8.610669000000001], [30, 41.148975375, -8.610620625000001], [31, 41.14916775, -8.61057225], [32, 41.149360125, -8.610523875], [33, 41.14955249999999, -8.6104755], [34, 41.14974487499999, -8.610427125], [35, 41.14993724999999, -8.610378749999999], [36, 41.150129624999984, -8.610330374999998], [37, 41.15032199999998, -8.610281999999998], [38, 41.150322, -8.610282], [39, 41.15051100000001, -8.61021], [40, 41.15068071428572, -8.610135428571429], [41, 41.15085042857143, -8.610060857142857], [42, 41.15102014285714, -8.609986285714285], [43, 41.15118985714285, -8.609911714285714], [44, 41.15135957142856, -8.609837142857142], [45, 41.15152928571428, -8.60976257142857], [46, 41.15169899999999, -8.609687999999998], [47, 41.151699, -8.609688], [48, 41.15188963636363, -8.609709272727272], [49, 41.15208027272726, -8.609730545454545], [50, 41.152270909090895, -8.609751818181817], [51, 41.15246154545453, -8.609773090909089], [52, 41.15265218181816, -8.609794363636361], [53, 41.1528428181818, -8.609815636363633], [54, 41.15303345454543, -8.609836909090905], [55, 41.15322409090906, -8.609858181818177], [56, 41.1534147272727, -8.60987945454545], [57, 41.15360536363633, -8.609900727272722], [59, 41.153796, -8.609922000000001], [60, 41.153958, -8.609830714285716], [61, 41.154120000000006, -8.60973942857143], [62, 41.15428200000001, -8.609648142857145], [63, 41.15444400000001, -8.60955685714286], [64, 41.154606000000015, -8.609465571428574]]",79.0
0,"[[3, 41.163078600000006, -8.6333886], [4, 41.1629202, -8.6332752], [5, 41.1627618, -8.6331618]]",30.0
4,"[[91, 41.159467, -8.608542], [92, 41.15963, -8.60844], [94, 41.159956, -8.608236], [95, 41.160119, -8.608134], [96, 41.160282, -8.608032], [97, 41.160445, -8.60793], [98, 41.160608, -8.607828], [99, 41.160771, -8.607726], [100, 41.160771, -8.607726000000001], [101, 41.1609455, -8.607651], [102, 41.16112, -8.607576], [103, 41.1612945, -8.607501], [104, 41.161469, -8.607425999999998], [105, 41.1616435, -8.607350999999998], [106, 41.161818, -8.607275999999997], [107, 41.1619925, -8.607200999999996], [108, 41.162167, -8.607125999999996], [109, 41.1623415, -8.607050999999995], [110, 41.162516, -8.606975999999994], [111, 41.1626905, -8.606900999999993], [112, 41.162865, -8.606825999999993], [113, 41.1630395, -8.606750999999992], [114, 41.163214, -8.606675999999991], [115, 41.1633885, -8.60660099999999], [116, 41.163563, -8.60652599999999], [117, 41.1637375, -8.60645099999999], [118, 41.163912, -8.606375999999988], [119, 41.163912, -8.606376], [120, 41.164164, -8.606484], [121, 41.164347375, -8.60647275], [122, 41.16453075, -8.6064615], [123, 41.164714125, -8.60645025], [124, 41.1648975, -8.606439], [125, 41.165080875, -8.60642775], [126, 41.16526424999999, -8.6064165], [127, 41.16544762499999, -8.60640525], [128, 41.16563099999999, -8.606394], [129, 41.165631, -8.606394], [130, 41.1658245, -8.6064021], [131, 41.166018, -8.606410200000001], [132, 41.1662115, -8.606418300000001], [133, 41.166405000000005, -8.606426400000002], [134, 41.166598500000006, -8.606434500000002], [135, 41.16679200000001, -8.606442600000003], [136, 41.16698550000001, -8.606450700000003], [137, 41.16717900000001, -8.606458800000004], [138, 41.16737250000001, -8.606466900000004], [139, 41.167566000000015, -8.606475000000005], [140, 41.167566, -8.606475], [141, 41.167764, -8.606436], [142, 41.167962, -8.606397000000001], [143, 41.16815999999999, -8.606358000000002], [144, 41.16835799999999, -8.606319000000003], [145, 41.16855599999999, -8.606280000000003], [146, 41.16875399999999, -8.606241000000004], [147, 41.16895199999998, -8.606202000000005], [148, 41.16914999999998, -8.606163000000006], [149, 41.16934799999998, -8.606124000000007], [150, 41.169348, -8.606124], [151, 41.16947625, -8.6059935], [152, 41.169604500000005, -8.605863000000001], [153, 41.16973275000001, -8.605732500000002], [154, 41.16986100000001, -8.605602000000003], [155, 41.169989250000015, -8.605471500000004], [156, 41.17011750000002, -8.605341000000005], [157, 41.17024575000002, -8.605210500000005], [158, 41.17037400000002, -8.605080000000006], [159, 41.17050225000003, -8.604949500000007]]",98.0
9,"[[8, 41.14742399999998, -8.608536000000003], [9, 41.147424, -8.608536], [10, 41.147487, -8.6087925], [11, 41.14755, -8.609048999999999], [12, 41.14755, -8.609049], [13, 41.147577, -8.609319], [14, 41.147658, -8.609445000000001], [15, 41.147721, -8.609658750000001], [16, 41.147784, -8.609872500000002], [17, 41.147847, -8.610086250000002], [18, 41.14791, -8.610300000000002], [19, 41.14791, -8.6103], [20, 41.147946000000005, -8.610471], [21, 41.148135, -8.610516], [22, 41.148324, -8.610561], [23, 41.148513, -8.610606], [24, 41.148684, -8.610543], [25, 41.148855000000005, -8.610479999999999], [26, 41.148945, -8.610444], [27, 41.1491196, -8.6103882], [28, 41.1492942, -8.610332399999999], [29, 41.1494688, -8.610276599999999], [30, 41.1496434, -8.610220799999999], [31, 41.149818, -8.610164999999999], [32, 41.149818, -8.610165], [33, 41.1500025, -8.6101605], [34, 41.150187, -8.610156], [35, 41.150371500000006, -8.6101515], [36, 41.15055600000001, -8.610147000000001], [37, 41.150556, -8.610147], [38, 41.150714400000005, -8.6100336], [39, 41.15087280000001, -8.6099202], [40, 41.15103120000001, -8.6098068], [41, 41.151189600000016, -8.6096934], [42, 41.15134800000002, -8.60958], [43, 41.151348000000006, -8.60958], [44, 41.151528000000006, -8.6096535], [45, 41.151708000000006, -8.609727], [46, 41.15188800000001, -8.609800499999999], [47, 41.15206800000001, -8.609873999999998], [48, 41.15224800000001, -8.609947499999997], [49, 41.15242800000001, -8.610020999999996], [50, 41.152428, -8.610021], [51, 41.152624875, -8.6100075], [52, 41.15282175, -8.609994], [53, 41.153018625, -8.6099805], [54, 41.1532155, -8.609967000000001], [55, 41.153412375, -8.609953500000001], [56, 41.15360925, -8.609940000000002], [57, 41.153806125, -8.609926500000002], [58, 41.154003, -8.609913000000002], [59, 41.154003, -8.609913], [60, 41.1541866, -8.609859], [61, 41.1543702, -8.609805], [62, 41.1545538, -8.609751], [63, 41.1547374, -8.609696999999999], [64, 41.154921, -8.609642999999998], [65, 41.1551046, -8.609588999999998], [66, 41.1552882, -8.609534999999997], [67, 41.1554718, -8.609480999999997], [68, 41.15565539999999, -8.609426999999997], [69, 41.15583899999999, -8.609372999999996], [70, 41.155839, -8.609373000000001], [71, 41.15602136842105, -8.60933463157895], [72, 41.1562037368421, -8.609296263157898], [73, 41.15638610526315, -8.609257894736846], [74, 41.1565684736842, -8.609219526315794], [75, 41.15675084210525, -8.609181157894742], [76, 41.156933210526304, -8.60914278947369], [77, 41.15711557894736, -8.609104421052638], [78, 41.157297947368406, -8.609066052631587], [79, 41.157480315789456, -8.609027684210535], [80, 41.15766268421051, -8.608989315789483], [81, 41.15784505263156, -8.608950947368431], [82, 41.15802742105261, -8.608912578947379], [83, 41.15820978947366, -8.608874210526327], [84, 41.15839215789471, -8.608835842105275], [85, 41.15857452631576, -8.608797473684223], [86, 41.15875689473681, -8.608759105263172], [87, 41.15893926315786, -8.60872073684212], [88, 41.15912163157891, -8.608682368421068]]",108.0
0,"[[9, 41.15388857142859, -8.61217071428571], [10, 41.15385000000002, -8.611991999999995], [11, 41.15385, -8.611992]]",30.0
3,"[[161, 41.152716000000005, -8.631207000000002], [162, 41.15268, -8.631234], [163, 41.152689, -8.631438], [164, 41.152698, -8.631642], [165, 41.152707, -8.631846], [166, 41.152716, -8.63205], [167, 41.152725, -8.632254], [168, 41.152734, -8.632458], [169, 41.152710375, -8.632643625], [170, 41.15268675, -8.63282925], [171, 41.152663125, -8.633014875], [172, 41.15263950000001, -8.633200500000001], [173, 41.15261587500001, -8.633386125000001], [174, 41.15259225000001, -8.633571750000002], [175, 41.152568625000015, -8.633757375000002], [177, 41.152545, -8.633943], [178, 41.152534875, -8.634124125], [179, 41.15252475, -8.634305249999999], [180, 41.152514625, -8.634486374999998], [181, 41.15250449999999, -8.634667499999997], [182, 41.15249437499999, -8.634848624999997], [183, 41.15248424999999, -8.635029749999996], [184, 41.15247412499998, -8.635210874999995], [186, 41.152464, -8.635392], [187, 41.152464, -8.635446], [188, 41.152482, -8.635632000000001], [189, 41.1525, -8.635818000000002], [190, 41.15251799999999, -8.636004000000003], [191, 41.15251799999999, -8.636004000000002], [192, 41.152587, -8.636208000000002], [193, 41.152656, -8.636412000000002], [194, 41.152725, -8.636616000000002], [195, 41.152725, -8.636616], [196, 41.152743, -8.63676], [197, 41.152785, -8.636958], [198, 41.152827, -8.637156], [199, 41.152869, -8.637353999999998], [200, 41.152869, -8.637354], [201, 41.152905, -8.637549], [202, 41.152941000000006, -8.637744], [203, 41.15297700000001, -8.637939], [204, 41.15301300000001, -8.638133999999999], [205, 41.15304900000001, -8.638328999999999]]",70.0
11,"[[26, 41.147919, -8.611236000000002], [27, 41.14793699999999, -8.611449], [28, 41.14795499999999, -8.611661999999999], [29, 41.14797299999999, -8.611874999999998], [30, 41.14797299999999, -8.611875], [31, 41.14796603773584, -8.612056188679245], [32, 41.14795907547169, -8.612237377358491], [33, 41.14795211320754, -8.612418566037737], [34, 41.147945150943386, -8.612599754716983], [35, 41.147938188679234, -8.61278094339623], [36, 41.14793122641508, -8.612962132075475], [37, 41.14792426415093, -8.613143320754721], [38, 41.14791730188678, -8.613324509433967], [39, 41.14791033962263, -8.613505698113213], [40, 41.14790337735848, -8.61368688679246], [41, 41.14789641509432, -8.613868075471705], [42, 41.14788945283017, -8.614049264150951], [43, 41.14788249056602, -8.614230452830197], [44, 41.14787552830187, -8.614411641509443], [45, 41.14786856603772, -8.61459283018869], [46, 41.14786160377356, -8.614774018867935], [47, 41.14785464150941, -8.614955207547181], [48, 41.14784767924526, -8.615136396226427], [49, 41.14784071698111, -8.615317584905673], [50, 41.14783375471696, -8.61549877358492], [51, 41.1478267924528, -8.615679962264165], [52, 41.14781983018865, -8.615861150943411], [53, 41.1478128679245, -8.616042339622657], [54, 41.14780590566035, -8.616223528301903], [55, 41.1477989433962, -8.61640471698115], [56, 41.147791981132045, -8.616585905660395], [57, 41.14778501886789, -8.616767094339641], [58, 41.14777805660374, -8.616948283018887], [59, 41.14777109433959, -8.617129471698133], [60, 41.14776413207544, -8.61731066037738], [61, 41.147757169811285, -8.617491849056625], [62, 41.14775020754713, -8.617673037735871], [63, 41.14774324528298, -8.617854226415117], [64, 41.14773628301883, -8.618035415094363], [65, 41.14772932075468, -8.61821660377361], [66, 41.147722358490526, -8.618397792452855], [67, 41.14771539622637, -8.618578981132101], [68, 41.14770843396222, -8.618760169811347], [69, 41.14770147169807, -8.618941358490593], [70, 41.14769450943392, -8.61912254716984], [71, 41.14768754716977, -8.619303735849085], [72, 41.147680584905615, -8.619484924528331], [73, 41.14767362264146, -8.619666113207577], [74, 41.14766666037731, -8.619847301886823], [75, 41.14765969811316, -8.62002849056607], [76, 41.14765273584901, -8.620209679245315], [77, 41.147645773584856, -8.620390867924561], [78, 41.147638811320704, -8.620572056603807], [79, 41.14763184905655, -8.620753245283053], [80, 41.1476248867924, -8.620934433962299], [81, 41.14761792452825, -8.621115622641545], [82, 41.147610962264096, -8.621296811320791], [83, 41.14760399999994, -8.621478000000037], [84, 41.14760400000001, -8.621478], [85, 41.14761300000001, -8.6216625], [86, 41.147622000000005, -8.621846999999999], [87, 41.147631, -8.622031499999999], [88, 41.14764, -8.622215999999998], [89, 41.147721, -8.622387], [90, 41.147757000000006, -8.622387], [91, 41.147809200000005, -8.6225616], [92, 41.1478614, -8.622736199999999], [93, 41.1479136, -8.622910799999998], [94, 41.1479658, -8.623085399999997], [95, 41.148018, -8.623259999999997], [96, 41.148018, -8.62326], [97, 41.14808723076923, -8.623429615384616], [98, 41.148156461538456, -8.623599230769232], [99, 41.14822569230768, -8.623768846153848], [100, 41.14829492307691, -8.623938461538463], [101, 41.14836415384614, -8.62410807692308], [102, 41.148433384615366, -8.624277692307695], [103, 41.148502615384594, -8.62444730769231], [104, 41.14857184615382, -8.624616923076927], [105, 41.14864107692305, -8.624786538461542], [106, 41.14871030769228, -8.624956153846158], [107, 41.148779538461504, -8.625125769230774], [108, 41.14884876923073, -8.62529538461539], [109, 41.14891799999996, -8.625465000000005], [110, 41.148918, -8.625465], [111, 41.1491, -8.625517], [112, 41.14928200000001, -8.625569], [113, 41.14946400000001, -8.625621], [114, 41.14964600000001, -8.625673], [115, 41.149828000000014, -8.625725000000001], [116, 41.150010000000016, -8.625777000000001], [117, 41.15019200000002, -8.625829000000001], [118, 41.15037400000002, -8.625881000000001], [119, 41.15055600000002, -8.625933000000002], [120, 41.150556, -8.625933000000002], [121, 41.150744, -8.625960000000001], [122, 41.150932000000005, -8.625987], [123, 41.151120000000006, -8.626014], [124, 41.15130800000001, -8.626040999999999], [125, 41.15149600000001, -8.626067999999998], [126, 41.15168400000001, -8.626094999999998], [127, 41.15187200000001, -8.626121999999997], [128, 41.15206000000001, -8.626148999999996], [129, 41.152248000000014, -8.626175999999996], [130, 41.152248, -8.626176000000001], [131, 41.152266, -8.626368000000001], [134, 41.15231999999999, -8.626944000000002], [135, 41.15233799999999, -8.627136000000002], [136, 41.15235599999998, -8.627328000000002], [137, 41.15237399999998, -8.627520000000002], [138, 41.15239199999998, -8.627712000000002], [139, 41.152409999999975, -8.627904000000003], [140, 41.15241, -8.627904], [141, 41.152429125000005, -8.628089625], [142, 41.152448250000006, -8.62827525], [143, 41.15246737500001, -8.628460875], [144, 41.15248650000001, -8.6286465], [145, 41.15250562500001, -8.628832125], [146, 41.15252475000001, -8.629017750000001], [147, 41.15254387500001, -8.629203375000001], [148, 41.152563000000015, -8.629389000000002], [149, 41.152563, -8.629389], [150, 41.152599, -8.629627500000002], [151, 41.152635, -8.629866000000003], [152, 41.152635, -8.629866000000002], [153, 41.15266200000001, -8.63001], [154, 41.152743, -8.630244000000001], [155, 41.15275919999999, -8.630438400000001], [156, 41.15277539999999, -8.6306328], [157, 41.15279159999999, -8.6308272], [158, 41.152807799999984, -8.6310216]]",167.0
0,"[[9, 41.153943600000005, -8.6128506], [10, 41.1539094, -8.6126364], [11, 41.1538752, -8.6124222], [12, 41.153841, -8.612207999999999], [13, 41.15384100000001, -8.612208]]",38.0
1,"[[79, 41.169413250000005, -8.606126249999999], [80, 41.16955837500001, -8.606010374999999], [81, 41.16970350000001, -8.605894499999998], [82, 41.169848625000014, -8.605778624999997], [83, 41.16999375000002, -8.605662749999997], [84, 41.17013887500002, -8.605546874999996], [85, 41.17028400000002, -8.605430999999996], [86, 41.170284, -8.605431], [87, 41.170329, -8.605359], [88, 41.170338, -8.605359]]",40.0
3,"[[8, 41.157576, -8.60922], [9, 41.157739125, -8.60913225], [10, 41.15790225, -8.6090445], [11, 41.158065375, -8.608956749999999], [12, 41.1582285, -8.608868999999999], [13, 41.158391625, -8.608781249999998], [14, 41.15855475, -8.608693499999998], [15, 41.158717875, -8.608605749999997], [16, 41.158881, -8.608517999999997], [17, 41.158881, -8.608518], [18, 41.1590415, -8.6084265], [19, 41.159202, -8.608335], [20, 41.1593625, -8.6082435], [21, 41.159523, -8.608152], [22, 41.1596835, -8.6080605], [23, 41.159844, -8.607969], [24, 41.160024, -8.607889285714286], [25, 41.160204, -8.607809571428572], [26, 41.160384, -8.607729857142857], [27, 41.160564, -8.607650142857143], [28, 41.160744, -8.607570428571428], [29, 41.160924, -8.607490714285714], [30, 41.161104, -8.607410999999999], [31, 41.16128021052632, -8.607344684210526], [32, 41.16145642105263, -8.607278368421053], [33, 41.16163263157894, -8.60721205263158], [34, 41.16180884210525, -8.607145736842106], [35, 41.161985052631564, -8.607079421052633], [36, 41.16216126315788, -8.60701310526316], [37, 41.16233747368419, -8.606946789473687], [38, 41.1625136842105, -8.606880473684214], [39, 41.162689894736815, -8.60681415789474], [40, 41.16286610526313, -8.606747842105268], [41, 41.16304231578944, -8.606681526315795], [42, 41.16321852631575, -8.606615210526321], [43, 41.16339473684207, -8.606548894736848], [44, 41.16357094736838, -8.606482578947375], [45, 41.16374715789469, -8.606416263157902], [46, 41.163923368421, -8.606349947368429], [47, 41.16409957894732, -8.606283631578956], [48, 41.16427578947363, -8.606217315789483], [49, 41.16445199999994, -8.60615100000001], [50, 41.164452, -8.606151], [51, 41.16463842857143, -8.606176714285715], [52, 41.16482485714286, -8.606202428571429], [53, 41.16501128571429, -8.606228142857143], [54, 41.165197714285725, -8.606253857142857], [55, 41.16538414285716, -8.606279571428571], [56, 41.16557057142859, -8.606305285714285], [57, 41.16575700000002, -8.606330999999999], [58, 41.165757, -8.606330999999999], [59, 41.165953875, -8.606344499999999], [60, 41.16615075, -8.606357999999998], [61, 41.166347625, -8.606371499999998], [62, 41.1665445, -8.606384999999998], [63, 41.166741375, -8.606398499999997], [64, 41.16693825, -8.606411999999997], [65, 41.167135125, -8.606425499999997], [66, 41.167332, -8.606438999999996], [67, 41.167332, -8.606439], [68, 41.167531, -8.60643], [69, 41.16773, -8.606421], [70, 41.167929, -8.606411999999999], [71, 41.168128, -8.606402999999998], [72, 41.168327000000005, -8.606393999999998], [73, 41.16852600000001, -8.606384999999998], [74, 41.16872500000001, -8.606375999999997], [75, 41.16892400000001, -8.606366999999997]]",98.0
0,"[[10, 41.15378700000001, -8.613197999999999], [11, 41.15377980000001, -8.612996399999998], [13, 41.15376540000001, -8.612593199999997], [14, 41.15375820000001, -8.612391599999997], [15, 41.153751000000014, -8.612189999999996], [16, 41.153751, -8.61219]]",42.0
0,"[[76, 41.16912715384618, -8.605934999999999], [78, 41.16950238461542, -8.605844999999999], [79, 41.16969000000004, -8.605799999999999], [80, 41.16969, -8.6058], [81, 41.169807, -8.605654714285714], [82, 41.169924, -8.605509428571429], [83, 41.170041000000005, -8.605364142857143], [84, 41.17015800000001, -8.605218857142857]]",38.0
3,"[[6, 41.157432, -8.609148000000001], [8, 41.15761380000001, -8.6090697], [9, 41.15779560000001, -8.608991399999999], [10, 41.15797740000001, -8.608913099999999], [11, 41.15815920000001, -8.608834799999999], [12, 41.15834100000001, -8.608756499999998], [13, 41.15852280000001, -8.608678199999998], [14, 41.15870460000001, -8.608599899999998], [15, 41.15888640000001, -8.608521599999998], [16, 41.15906820000001, -8.608443299999998], [17, 41.15925000000001, -8.608364999999997], [18, 41.15925, -8.608365000000001], [19, 41.15945475, -8.60827725], [20, 41.1596595, -8.6081895], [21, 41.159864250000005, -8.60810175], [22, 41.16006900000001, -8.608013999999999], [23, 41.160069, -8.608014], [24, 41.1602328, -8.607931200000001], [25, 41.160396600000006, -8.607848400000002], [26, 41.16056040000001, -8.607765600000002], [27, 41.16072420000001, -8.607682800000003], [28, 41.160888000000014, -8.607600000000003], [29, 41.160888, -8.6076], [30, 41.16106847368421, -8.60753747368421], [31, 41.16124894736842, -8.607474947368422], [32, 41.16142942105263, -8.607412421052633], [33, 41.16160989473684, -8.607349894736844], [34, 41.16179036842105, -8.607287368421055], [35, 41.16197084210526, -8.607224842105266], [36, 41.16215131578947, -8.607162315789477], [37, 41.16233178947368, -8.607099789473688], [38, 41.16251226315789, -8.607037263157899], [39, 41.1626927368421, -8.60697473684211], [40, 41.16287321052632, -8.606912210526321], [41, 41.16305368421053, -8.606849684210532], [42, 41.163234157894735, -8.606787157894743], [43, 41.16341463157895, -8.606724631578954], [44, 41.16359510526316, -8.606662105263165], [45, 41.163775578947366, -8.606599578947376], [46, 41.163956052631576, -8.606537052631587], [47, 41.16413652631579, -8.606474526315798], [48, 41.164317, -8.60641200000001], [49, 41.164317, -8.606412], [50, 41.164506, -8.606358], [51, 41.164695, -8.606304], [52, 41.164877571428576, -8.606309785714286], [53, 41.16506014285715, -8.606315571428572], [54, 41.165242714285725, -8.606321357142859], [55, 41.1654252857143, -8.606327142857145], [56, 41.16560785714288, -8.606332928571431], [57, 41.16579042857145, -8.606338714285718], [58, 41.16597300000002, -8.606344500000004], [59, 41.1661555714286, -8.60635028571429], [60, 41.16633814285717, -8.606356071428577], [61, 41.16652071428575, -8.606361857142863], [62, 41.16670328571432, -8.60636764285715], [63, 41.166885857142894, -8.606373428571436], [64, 41.16706842857147, -8.606379214285722], [65, 41.16725100000004, -8.606385000000008], [66, 41.167251, -8.606385], [67, 41.16743861538462, -8.60634], [68, 41.16762623076924, -8.606295], [69, 41.167813846153855, -8.60625], [70, 41.16800146153847, -8.606205], [71, 41.16818907692309, -8.60616], [72, 41.16837669230771, -8.606114999999999]]",93.0
0,"[[76, 41.14597827272727, -8.612622818181817], [77, 41.1459799090909, -8.612429727272726], [78, 41.14598154545454, -8.612236636363635], [79, 41.145983181818174, -8.612043545454544], [80, 41.14598481818181, -8.611850454545452], [81, 41.14598645454544, -8.611657363636361], [82, 41.14598809090908, -8.61146427272727]]",49.0
2,"[[0, 41.145867, -8.61066], [1, 41.145983, -8.610513], [2, 41.146099, -8.610365999999999], [3, 41.146215, -8.610218999999999], [4, 41.146331, -8.610071999999999], [5, 41.146447, -8.609924999999999], [6, 41.14656299999999, -8.609777999999999], [7, 41.14667899999999, -8.609630999999998], [8, 41.14679499999999, -8.609483999999998], [9, 41.14691099999999, -8.609336999999998], [10, 41.146911, -8.609337], [11, 41.14701, -8.609154], [12, 41.147109, -8.608971], [13, 41.147208, -8.608788], [14, 41.14736804347826, -8.608698782608696], [15, 41.14752808695652, -8.608609565217392]]",46.0
9,"[[3, 41.14589676923077, -8.61048623076923], [4, 41.14601515384616, -8.610331846153844], [5, 41.14613353846154, -8.61017746153846], [6, 41.146251923076925, -8.610023076923074], [7, 41.14637030769231, -8.609868692307689], [8, 41.14648869230769, -8.609714307692304], [9, 41.14660707692308, -8.609559923076919], [10, 41.14672546153846, -8.609405538461534], [11, 41.14684384615384, -8.609251153846149], [12, 41.146962230769226, -8.609096769230764], [14, 41.14719899999999, -8.608787999999993], [15, 41.147199, -8.608788], [16, 41.147276625, -8.608962375], [17, 41.14735425000001, -8.609136750000001], [18, 41.14743187500001, -8.609311125000001], [19, 41.14750950000001, -8.609485500000002], [20, 41.147587125000015, -8.609659875000002], [21, 41.14766475000002, -8.609834250000002], [22, 41.14774237500002, -8.610008625000003], [23, 41.14782000000002, -8.610183000000003], [24, 41.14782, -8.610183000000001], [25, 41.147847, -8.610453000000001], [26, 41.1478425, -8.610646500000001], [27, 41.14783799999999, -8.610840000000001], [28, 41.14783349999999, -8.611033500000001], [29, 41.14782899999999, -8.611227000000001], [30, 41.147824499999984, -8.611420500000001], [31, 41.14781999999998, -8.611614000000001], [32, 41.14782, -8.611614000000001], [33, 41.1478116923077, -8.611794865384617], [34, 41.14780338461539, -8.611975730769233], [35, 41.14779507692309, -8.612156596153849], [36, 41.147786769230784, -8.612337461538464], [37, 41.14777846153848, -8.61251832692308], [38, 41.147770153846174, -8.612699192307696], [39, 41.14776184615387, -8.612880057692312], [40, 41.147753538461565, -8.613060923076928], [41, 41.14774523076926, -8.613241788461544], [42, 41.14773692307696, -8.61342265384616], [43, 41.14772861538465, -8.613603519230775], [44, 41.147720307692346, -8.613784384615391], [45, 41.14771200000004, -8.613965250000007], [46, 41.147703692307736, -8.614146115384623], [47, 41.14769538461543, -8.614326980769238], [48, 41.14768707692313, -8.614507846153854], [49, 41.14767876923082, -8.61468871153847], [50, 41.14767046153852, -8.614869576923086], [51, 41.14766215384621, -8.615050442307702], [52, 41.14765384615391, -8.615231307692317], [53, 41.1476455384616, -8.615412173076933], [54, 41.1476372307693, -8.61559303846155], [55, 41.147628923076994, -8.615773903846165], [56, 41.14762061538469, -8.61595476923078], [57, 41.147612307692384, -8.616135634615397], [58, 41.14760400000008, -8.616316500000012], [59, 41.147595692307775, -8.616497365384628], [60, 41.14758738461547, -8.616678230769244], [61, 41.147579076923165, -8.61685909615386], [62, 41.14757076923086, -8.617039961538476], [63, 41.14756246153856, -8.617220826923091], [64, 41.14755415384625, -8.617401692307707], [65, 41.147545846153946, -8.617582557692323], [66, 41.14753753846164, -8.617763423076939], [67, 41.14752923076934, -8.617944288461555], [68, 41.14752092307703, -8.61812515384617], [69, 41.14751261538473, -8.618306019230786], [70, 41.14750430769242, -8.618486884615402], [71, 41.14749600000012, -8.618667750000018], [72, 41.14748769230781, -8.618848615384634], [73, 41.14747938461551, -8.61902948076925], [74, 41.1474710769232, -8.619210346153865], [75, 41.1474627692309, -8.619391211538481], [76, 41.147454461538594, -8.619572076923097], [77, 41.14744615384629, -8.619752942307713], [78, 41.147437846153984, -8.619933807692329], [79, 41.14742953846168, -8.620114673076944], [80, 41.147421230769375, -8.62029553846156], [81, 41.14741292307707, -8.620476403846176], [82, 41.147404615384765, -8.620657269230792], [83, 41.14739630769246, -8.620838134615408], [84, 41.14738800000016, -8.621019000000024], [85, 41.147388, -8.621019], [86, 41.147442, -8.621235], [87, 41.147496, -8.621451], [88, 41.14755, -8.621667], [89, 41.147586, -8.62191]]",116.0
0,"[[32, 41.1461198181818, -8.61250581818181], [33, 41.14611490909088, -8.6123209090909], [34, 41.14610999999997, -8.61213599999999], [35, 41.14610999999999, -8.612136]]",46.0
0,"[[1, 41.146002720000006, -8.6103648], [2, 41.14613844000001, -8.6102406], [3, 41.14627416000001, -8.610116399999999], [4, 41.146409880000014, -8.609992199999999], [5, 41.14654560000002, -8.609867999999999], [6, 41.14668132000002, -8.609743799999999], [7, 41.14681704000002, -8.609619599999998]]",37.0
