,polyline,value
0,"[[4, 41.148990000000005, -8.586108000000001], [5, 41.148990000000005, -8.586396]]",13.0
1,"[[108, 41.16323700000001, -8.633502], [109, 41.163078600000006, -8.6333886], [110, 41.1629202, -8.6332752], [111, 41.1627618, -8.6331618], [112, 41.1626034, -8.6330484], [113, 41.16244499999999, -8.632935], [114, 41.162445, -8.632935], [115, 41.162355, -8.632863], [116, 41.162310000000005, -8.632719]]",18.0
0,"[[216, 41.164326, -8.636391000000005], [217, 41.164326, -8.636391]]",14.0
0,"[[354, 41.192343, -8.592102000000011], [355, 41.192343, -8.592102]]",16.0
0,"[[301, 41.18398200000001, -8.593514999999995], [302, 41.18398200000001, -8.593515000000002]]",16.0
6,"[[104, 41.159467, -8.608542], [105, 41.15963, -8.60844], [106, 41.159793, -8.608338], [107, 41.159956, -8.608236], [108, 41.160119, -8.608134], [109, 41.160282, -8.608032], [110, 41.160445, -8.60793], [111, 41.160608, -8.607828], [112, 41.160771, -8.607726], [113, 41.160771, -8.607726000000001], [114, 41.1609455, -8.607651], [115, 41.16112, -8.607576], [116, 41.1612945, -8.607501], [117, 41.161469, -8.607425999999998], [118, 41.1616435, -8.607350999999998], [119, 41.161818, -8.607275999999997], [120, 41.1619925, -8.607200999999996], [121, 41.162167, -8.607125999999996], [122, 41.1623415, -8.607050999999995], [123, 41.162516, -8.606975999999994], [124, 41.1626905, -8.606900999999993], [125, 41.162865, -8.606825999999993], [126, 41.1630395, -8.606750999999992], [127, 41.163214, -8.606675999999991], [128, 41.1633885, -8.60660099999999], [129, 41.163563, -8.60652599999999], [130, 41.1637375, -8.60645099999999], [131, 41.163912, -8.606375999999988], [132, 41.163912, -8.606376], [133, 41.164164, -8.606484], [134, 41.164347375, -8.60647275], [135, 41.16453075, -8.6064615], [136, 41.164714125, -8.60645025], [137, 41.1648975, -8.606439], [138, 41.165080875, -8.60642775], [139, 41.16526424999999, -8.6064165], [140, 41.16544762499999, -8.60640525], [141, 41.16563099999999, -8.606394], [142, 41.165631, -8.606394], [143, 41.1658245, -8.6064021], [144, 41.166018, -8.606410200000001], [145, 41.1662115, -8.606418300000001], [146, 41.166405000000005, -8.606426400000002], [147, 41.166598500000006, -8.606434500000002], [148, 41.16679200000001, -8.606442600000003], [149, 41.16698550000001, -8.606450700000003], [150, 41.16717900000001, -8.606458800000004], [151, 41.16737250000001, -8.606466900000004], [152, 41.167566000000015, -8.606475000000005], [153, 41.167566, -8.606475], [154, 41.167764, -8.606436], [155, 41.167962, -8.606397000000001], [156, 41.16815999999999, -8.606358000000002], [157, 41.16835799999999, -8.606319000000003], [158, 41.16855599999999, -8.606280000000003], [159, 41.16875399999999, -8.606241000000004], [160, 41.16895199999998, -8.606202000000005], [161, 41.16914999999998, -8.606163000000006], [162, 41.16934799999998, -8.606124000000007], [163, 41.169348, -8.606124], [164, 41.16947625, -8.6059935], [165, 41.169604500000005, -8.605863000000001], [166, 41.16973275000001, -8.605732500000002], [167, 41.16986100000001, -8.605602000000003], [168, 41.169989250000015, -8.605471500000004], [169, 41.17011750000002, -8.605341000000005], [170, 41.17024575000002, -8.605210500000005], [171, 41.17037400000002, -8.605080000000006], [172, 41.17050225000003, -8.604949500000007], [173, 41.17063050000003, -8.604819000000008]]",80.0
12,"[[21, 41.14742399999998, -8.608536000000003], [22, 41.147424, -8.608536], [23, 41.147487, -8.6087925], [24, 41.14755, -8.609048999999999], [25, 41.14755, -8.609049], [26, 41.147577, -8.609319], [27, 41.147658, -8.609445000000001], [28, 41.147721, -8.609658750000001], [29, 41.147784, -8.609872500000002], [30, 41.147847, -8.610086250000002], [31, 41.14791, -8.610300000000002], [32, 41.14791, -8.6103], [33, 41.147946000000005, -8.610471], [34, 41.148135, -8.610516], [35, 41.148324, -8.610561], [36, 41.148513, -8.610606], [37, 41.148684, -8.610543], [38, 41.148855000000005, -8.610479999999999], [39, 41.148945, -8.610444], [40, 41.1491196, -8.6103882], [41, 41.1492942, -8.610332399999999], [42, 41.1494688, -8.610276599999999], [43, 41.1496434, -8.610220799999999], [44, 41.149818, -8.610164999999999], [45, 41.149818, -8.610165], [46, 41.1500025, -8.6101605], [47, 41.150187, -8.610156], [48, 41.150371500000006, -8.6101515], [49, 41.15055600000001, -8.610147000000001], [50, 41.150556, -8.610147], [51, 41.150714400000005, -8.6100336], [52, 41.15087280000001, -8.6099202], [53, 41.15103120000001, -8.6098068], [54, 41.151189600000016, -8.6096934], [55, 41.15134800000002, -8.60958], [56, 41.151348000000006, -8.60958], [57, 41.151528000000006, -8.6096535], [58, 41.151708000000006, -8.609727], [59, 41.15188800000001, -8.609800499999999], [60, 41.15206800000001, -8.609873999999998], [61, 41.15224800000001, -8.609947499999997], [62, 41.15242800000001, -8.610020999999996], [63, 41.152428, -8.610021], [64, 41.152624875, -8.6100075], [65, 41.15282175, -8.609994], [66, 41.153018625, -8.6099805], [67, 41.1532155, -8.609967000000001], [68, 41.153412375, -8.609953500000001], [69, 41.15360925, -8.609940000000002], [70, 41.153806125, -8.609926500000002], [71, 41.154003, -8.609913000000002], [72, 41.154003, -8.609913], [73, 41.1541866, -8.609859], [74, 41.1543702, -8.609805], [75, 41.1545538, -8.609751], [76, 41.1547374, -8.609696999999999], [77, 41.154921, -8.609642999999998], [78, 41.1551046, -8.609588999999998], [79, 41.1552882, -8.609534999999997], [80, 41.1554718, -8.609480999999997], [81, 41.15565539999999, -8.609426999999997], [82, 41.15583899999999, -8.609372999999996], [83, 41.155839, -8.609373000000001], [84, 41.15602136842105, -8.60933463157895], [85, 41.1562037368421, -8.609296263157898], [86, 41.15638610526315, -8.609257894736846], [87, 41.1565684736842, -8.609219526315794], [88, 41.15675084210525, -8.609181157894742], [89, 41.156933210526304, -8.60914278947369], [90, 41.15711557894736, -8.609104421052638], [91, 41.157297947368406, -8.609066052631587], [92, 41.157480315789456, -8.609027684210535], [93, 41.15766268421051, -8.608989315789483], [94, 41.15784505263156, -8.608950947368431], [95, 41.15802742105261, -8.608912578947379], [96, 41.15820978947366, -8.608874210526327], [97, 41.15839215789471, -8.608835842105275], [98, 41.15857452631576, -8.608797473684223], [99, 41.15875689473681, -8.608759105263172], [100, 41.15893926315786, -8.60872073684212], [101, 41.15912163157891, -8.608682368421068], [102, 41.15930399999996, -8.608644000000016]]",91.0
0,"[[128, 41.158809000000005, -8.629587]]",15.0
0,"[[124, 41.158809000000005, -8.629119000000006], [125, 41.158809000000005, -8.629119000000001]]",16.0
0,"[[61, 41.156271, -8.619218999999994], [62, 41.156271, -8.619219]]",12.0
0,"[[52, 41.156001, -8.617797000000003], [53, 41.156001, -8.617797000000001]]",14.0
0,"[[48, 41.155821, -8.617265999999997], [49, 41.155821, -8.617266]]",12.0
0,"[[10, 41.15385000000002, -8.611991999999995], [11, 41.15385, -8.611992]]",11.0
0,"[[1, 41.15439000000001, -8.613216000000001], [2, 41.15439000000001, -8.613225]]",12.0
0,"[[263, 41.15457, -8.643806999999999], [264, 41.154561, -8.643789], [265, 41.15457, -8.64378], [266, 41.154561, -8.643771000000001]]",14.0
0,"[[176, 41.15457, -8.653176]]",11.0
0,"[[1148, 41.170671000000006, -8.63715600000001], [1149, 41.170671000000006, -8.637156]]",16.0
0,"[[1016, 41.1744885, -8.6142255], [1017, 41.174463, -8.614407], [1018, 41.1744375, -8.6145885], [1019, 41.174412, -8.61477], [1020, 41.1743865, -8.6149515], [1021, 41.174361000000005, -8.615133], [1022, 41.174335500000005, -8.6153145], [1023, 41.174310000000006, -8.615496], [1024, 41.174284500000006, -8.6156775], [1025, 41.174259000000006, -8.615859], [1026, 41.17423350000001, -8.6160405], [1027, 41.17420800000001, -8.616222], [1028, 41.17418250000001, -8.6164035], [1029, 41.17415700000001, -8.616585], [1030, 41.17413150000001, -8.6167665], [1031, 41.17410600000001, -8.616948], [1032, 41.17408050000001, -8.6171295], [1033, 41.17405500000001, -8.617311], [1034, 41.17402950000001, -8.6174925], [1035, 41.17400400000001, -8.617674000000001], [1036, 41.17397850000001, -8.617855500000001], [1037, 41.17395300000001, -8.618037000000001], [1038, 41.17392750000001, -8.618218500000001], [1039, 41.17390200000001, -8.618400000000001], [1040, 41.173902, -8.6184], [1041, 41.173882434782605, -8.618586652173912], [1042, 41.17386286956521, -8.618773304347824], [1043, 41.17384330434782, -8.618959956521737], [1044, 41.17382373913043, -8.61914660869565], [1045, 41.17380417391304, -8.619333260869562], [1046, 41.17378460869564, -8.619519913043474], [1047, 41.17376504347825, -8.619706565217387], [1048, 41.173745478260855, -8.619893217391299], [1049, 41.17372591304346, -8.620079869565211], [1050, 41.17370634782607, -8.620266521739124], [1051, 41.17368678260868, -8.620453173913036], [1052, 41.17366721739128, -8.620639826086949], [1053, 41.17364765217389, -8.620826478260861]]",47.0
0,"[[977, 41.173173000000006, -8.607564000000002], [978, 41.17324800000001, -8.607739800000001], [979, 41.17332300000001, -8.6079156], [980, 41.17339800000001, -8.6080914], [981, 41.173473000000016, -8.608267199999998], [982, 41.17354800000002, -8.608442999999998], [983, 41.17362300000002, -8.608618799999997], [984, 41.17369800000002, -8.608794599999996], [985, 41.173773000000025, -8.608970399999995], [986, 41.17384800000003, -8.609146199999994], [987, 41.17392300000003, -8.609321999999993], [988, 41.17399800000003, -8.609497799999993], [989, 41.17407300000004, -8.609673599999992], [990, 41.17414800000004, -8.609849399999991], [991, 41.17422300000004, -8.61002519999999], [992, 41.17429800000004, -8.61020099999999], [993, 41.174298, -8.610201], [994, 41.17430828571429, -8.610384], [995, 41.17431857142858, -8.610567], [996, 41.17432885714287, -8.61075], [997, 41.17433914285716, -8.610933], [998, 41.174349428571446, -8.611115999999999], [999, 41.174359714285735, -8.611298999999999], [1000, 41.174370000000025, -8.611481999999999], [1001, 41.17438028571432, -8.611664999999999], [1002, 41.1743905714286, -8.611847999999998], [1003, 41.17440085714289, -8.612030999999998]]",36.0
3,"[[936, 41.169268125, -8.606242125], [937, 41.169413250000005, -8.606126249999999], [938, 41.16955837500001, -8.606010374999999], [939, 41.16970350000001, -8.605894499999998], [940, 41.169848625000014, -8.605778624999997], [941, 41.16999375000002, -8.605662749999997], [942, 41.17013887500002, -8.605546874999996], [943, 41.17028400000002, -8.605430999999996], [944, 41.170284, -8.605431], [945, 41.170329, -8.605359], [946, 41.170338, -8.605359]]",20.0
6,"[[865, 41.157576000000006, -8.60922], [866, 41.157576, -8.60922], [867, 41.157739125, -8.60913225], [868, 41.15790225, -8.6090445], [869, 41.158065375, -8.608956749999999], [870, 41.1582285, -8.608868999999999], [871, 41.158391625, -8.608781249999998], [872, 41.15855475, -8.608693499999998], [873, 41.158717875, -8.608605749999997], [874, 41.158881, -8.608517999999997], [875, 41.158881, -8.608518], [876, 41.1590415, -8.6084265], [877, 41.159202, -8.608335], [878, 41.1593625, -8.6082435], [879, 41.159523, -8.608152], [880, 41.1596835, -8.6080605], [881, 41.159844, -8.607969], [882, 41.160024, -8.607889285714286], [883, 41.160204, -8.607809571428572], [884, 41.160384, -8.607729857142857], [885, 41.160564, -8.607650142857143], [886, 41.160744, -8.607570428571428], [887, 41.160924, -8.607490714285714], [888, 41.161104, -8.607410999999999], [889, 41.16128021052632, -8.607344684210526], [890, 41.16145642105263, -8.607278368421053], [891, 41.16163263157894, -8.60721205263158], [892, 41.16180884210525, -8.607145736842106], [893, 41.161985052631564, -8.607079421052633], [894, 41.16216126315788, -8.60701310526316], [895, 41.16233747368419, -8.606946789473687], [896, 41.1625136842105, -8.606880473684214], [897, 41.162689894736815, -8.60681415789474], [898, 41.16286610526313, -8.606747842105268], [899, 41.16304231578944, -8.606681526315795], [900, 41.16321852631575, -8.606615210526321], [901, 41.16339473684207, -8.606548894736848], [902, 41.16357094736838, -8.606482578947375], [903, 41.16374715789469, -8.606416263157902], [904, 41.163923368421, -8.606349947368429], [905, 41.16409957894732, -8.606283631578956], [906, 41.16427578947363, -8.606217315789483], [907, 41.16445199999994, -8.60615100000001], [908, 41.164452, -8.606151], [909, 41.16463842857143, -8.606176714285715], [910, 41.16482485714286, -8.606202428571429], [911, 41.16501128571429, -8.606228142857143], [912, 41.165197714285725, -8.606253857142857], [913, 41.16538414285716, -8.606279571428571], [914, 41.16557057142859, -8.606305285714285], [915, 41.16575700000002, -8.606330999999999], [916, 41.165757, -8.606330999999999], [917, 41.165953875, -8.606344499999999], [918, 41.16615075, -8.606357999999998], [919, 41.166347625, -8.606371499999998], [920, 41.1665445, -8.606384999999998], [921, 41.166741375, -8.606398499999997], [922, 41.16693825, -8.606411999999997], [923, 41.167135125, -8.606425499999997], [924, 41.167332, -8.606438999999996], [925, 41.167332, -8.606439], [926, 41.167531, -8.60643], [927, 41.16773, -8.606421], [928, 41.167929, -8.606411999999999], [929, 41.168128, -8.606402999999998], [930, 41.168327000000005, -8.606393999999998], [931, 41.16852600000001, -8.606384999999998], [932, 41.16872500000001, -8.606375999999997], [933, 41.16892400000001, -8.606366999999997], [934, 41.16912300000001, -8.606357999999997]]",79.0
0,"[[825, 41.15429099999999, -8.613468000000001]]",15.0
0,"[[805, 41.154876, -8.616726000000003], [806, 41.154876, -8.616726]]",16.0
0,"[[797, 41.155119000000006, -8.618076000000002], [798, 41.155119000000006, -8.618076]]",16.0
0,"[[794, 41.1552, -8.618634]]",10.0
0,"[[717, 41.15429099999999, -8.630613000000002]]",15.0
0,"[[570, 41.161527, -8.650611]]",11.0
0,"[[566, 41.161527, -8.650934999999999], [567, 41.161527, -8.650935]]",12.0
0,"[[562, 41.16159900000001, -8.651475000000001], [563, 41.16159900000001, -8.651475]]",13.0
0,"[[526, 41.16159900000001, -8.656604999999999]]",12.0
0,"[[424, 41.1552, -8.672022], [425, 41.1552, -8.672022000000002]]",11.0
0,"[[403, 41.152905, -8.670159]]",12.0
0,"[[272, 41.15429099999999, -8.649405]]",15.0
0,"[[262, 41.154210000000006, -8.647605], [263, 41.154210000000006, -8.647794000000001], [264, 41.154210000000006, -8.647983]]",15.0
17,"[[26, 41.147919, -8.611236000000002], [27, 41.14793699999999, -8.611449], [28, 41.14795499999999, -8.611661999999999], [29, 41.14797299999999, -8.611874999999998], [30, 41.14797299999999, -8.611875], [31, 41.14796603773584, -8.612056188679245], [32, 41.14795907547169, -8.612237377358491], [33, 41.14795211320754, -8.612418566037737], [34, 41.147945150943386, -8.612599754716983], [35, 41.147938188679234, -8.61278094339623], [36, 41.14793122641508, -8.612962132075475], [37, 41.14792426415093, -8.613143320754721], [38, 41.14791730188678, -8.613324509433967], [39, 41.14791033962263, -8.613505698113213], [40, 41.14790337735848, -8.61368688679246], [41, 41.14789641509432, -8.613868075471705], [42, 41.14788945283017, -8.614049264150951], [43, 41.14788249056602, -8.614230452830197], [44, 41.14787552830187, -8.614411641509443], [45, 41.14786856603772, -8.61459283018869], [46, 41.14786160377356, -8.614774018867935], [47, 41.14785464150941, -8.614955207547181], [48, 41.14784767924526, -8.615136396226427], [49, 41.14784071698111, -8.615317584905673], [50, 41.14783375471696, -8.61549877358492], [51, 41.1478267924528, -8.615679962264165], [52, 41.14781983018865, -8.615861150943411], [53, 41.1478128679245, -8.616042339622657], [54, 41.14780590566035, -8.616223528301903], [55, 41.1477989433962, -8.61640471698115], [56, 41.147791981132045, -8.616585905660395], [57, 41.14778501886789, -8.616767094339641], [58, 41.14777805660374, -8.616948283018887], [59, 41.14777109433959, -8.617129471698133], [60, 41.14776413207544, -8.61731066037738], [61, 41.147757169811285, -8.617491849056625], [62, 41.14775020754713, -8.617673037735871], [63, 41.14774324528298, -8.617854226415117], [64, 41.14773628301883, -8.618035415094363], [65, 41.14772932075468, -8.61821660377361], [66, 41.147722358490526, -8.618397792452855], [67, 41.14771539622637, -8.618578981132101], [68, 41.14770843396222, -8.618760169811347], [69, 41.14770147169807, -8.618941358490593], [70, 41.14769450943392, -8.61912254716984], [71, 41.14768754716977, -8.619303735849085], [72, 41.147680584905615, -8.619484924528331], [73, 41.14767362264146, -8.619666113207577], [74, 41.14766666037731, -8.619847301886823], [75, 41.14765969811316, -8.62002849056607], [76, 41.14765273584901, -8.620209679245315], [77, 41.147645773584856, -8.620390867924561], [78, 41.147638811320704, -8.620572056603807], [79, 41.14763184905655, -8.620753245283053], [80, 41.1476248867924, -8.620934433962299], [81, 41.14761792452825, -8.621115622641545], [82, 41.147610962264096, -8.621296811320791], [83, 41.14760399999994, -8.621478000000037], [84, 41.14760400000001, -8.621478], [85, 41.14761300000001, -8.6216625], [86, 41.147622000000005, -8.621846999999999], [87, 41.147631, -8.622031499999999], [88, 41.14764, -8.622215999999998], [89, 41.147721, -8.622387], [90, 41.147757000000006, -8.622387], [91, 41.147809200000005, -8.6225616], [92, 41.1478614, -8.622736199999999], [93, 41.1479136, -8.622910799999998], [94, 41.1479658, -8.623085399999997], [95, 41.148018, -8.623259999999997], [96, 41.148018, -8.62326], [97, 41.14808723076923, -8.623429615384616], [98, 41.148156461538456, -8.623599230769232], [99, 41.14822569230768, -8.623768846153848], [100, 41.14829492307691, -8.623938461538463], [101, 41.14836415384614, -8.62410807692308], [102, 41.148433384615366, -8.624277692307695], [103, 41.148502615384594, -8.62444730769231], [104, 41.14857184615382, -8.624616923076927], [105, 41.14864107692305, -8.624786538461542], [106, 41.14871030769228, -8.624956153846158], [107, 41.148779538461504, -8.625125769230774], [108, 41.14884876923073, -8.62529538461539], [109, 41.14891799999996, -8.625465000000005], [110, 41.148918, -8.625465], [111, 41.1491, -8.625517], [112, 41.14928200000001, -8.625569], [113, 41.14946400000001, -8.625621], [114, 41.14964600000001, -8.625673], [115, 41.149828000000014, -8.625725000000001], [116, 41.150010000000016, -8.625777000000001], [117, 41.15019200000002, -8.625829000000001], [118, 41.15037400000002, -8.625881000000001], [119, 41.15055600000002, -8.625933000000002], [120, 41.150556, -8.625933000000002], [121, 41.150744, -8.625960000000001], [122, 41.150932000000005, -8.625987], [123, 41.151120000000006, -8.626014], [124, 41.15130800000001, -8.626040999999999], [125, 41.15149600000001, -8.626067999999998], [126, 41.15168400000001, -8.626094999999998], [127, 41.15187200000001, -8.626121999999997], [128, 41.15206000000001, -8.626148999999996], [129, 41.152248000000014, -8.626175999999996], [130, 41.152248, -8.626176000000001], [131, 41.152266, -8.626368000000001], [132, 41.152284, -8.626560000000001], [133, 41.15230199999999, -8.626752000000002], [134, 41.15231999999999, -8.626944000000002], [135, 41.15233799999999, -8.627136000000002], [136, 41.15235599999998, -8.627328000000002], [137, 41.15237399999998, -8.627520000000002], [138, 41.15239199999998, -8.627712000000002], [139, 41.152409999999975, -8.627904000000003], [140, 41.15241, -8.627904], [141, 41.152429125000005, -8.628089625], [142, 41.152448250000006, -8.62827525], [143, 41.15246737500001, -8.628460875], [144, 41.15248650000001, -8.6286465], [145, 41.15250562500001, -8.628832125], [146, 41.15252475000001, -8.629017750000001], [147, 41.15254387500001, -8.629203375000001], [148, 41.152563000000015, -8.629389000000002], [149, 41.152563, -8.629389], [150, 41.152599, -8.629627500000002], [151, 41.152635, -8.629866000000003], [152, 41.152635, -8.629866000000002], [153, 41.15266200000001, -8.63001], [154, 41.152743, -8.630244000000001], [155, 41.15275919999999, -8.630438400000001], [156, 41.15277539999999, -8.6306328], [157, 41.15279159999999, -8.6308272], [158, 41.152807799999984, -8.6310216], [159, 41.15282399999998, -8.631216], [160, 41.152824, -8.631216], [161, 41.152716000000005, -8.631207000000002], [162, 41.15268, -8.631234], [163, 41.152689, -8.631438], [164, 41.152698, -8.631642], [165, 41.152707, -8.631846], [166, 41.152716, -8.63205], [167, 41.152725, -8.632254], [168, 41.152734, -8.632458], [169, 41.152710375, -8.632643625], [170, 41.15268675, -8.63282925], [171, 41.152663125, -8.633014875], [172, 41.15263950000001, -8.633200500000001], [173, 41.15261587500001, -8.633386125000001], [174, 41.15259225000001, -8.633571750000002], [175, 41.152568625000015, -8.633757375000002], [176, 41.15254500000002, -8.633943000000002], [177, 41.152545, -8.633943], [178, 41.152534875, -8.634124125], [179, 41.15252475, -8.634305249999999], [180, 41.152514625, -8.634486374999998], [181, 41.15250449999999, -8.634667499999997], [182, 41.15249437499999, -8.634848624999997], [183, 41.15248424999999, -8.635029749999996], [184, 41.15247412499998, -8.635210874999995], [185, 41.15246399999998, -8.635391999999994], [186, 41.152464, -8.635392], [187, 41.152464, -8.635446], [188, 41.152482, -8.635632000000001], [189, 41.1525, -8.635818000000002], [190, 41.15251799999999, -8.636004000000003], [191, 41.15251799999999, -8.636004000000002], [192, 41.152587, -8.636208000000002], [193, 41.152656, -8.636412000000002], [194, 41.152725, -8.636616000000002], [195, 41.152725, -8.636616], [196, 41.152743, -8.63676], [197, 41.152785, -8.636958], [198, 41.152827, -8.637156], [199, 41.152869, -8.637353999999998], [200, 41.152869, -8.637354], [201, 41.152905, -8.637549], [202, 41.152941000000006, -8.637744], [203, 41.15297700000001, -8.637939], [204, 41.15301300000001, -8.638133999999999], [205, 41.15304900000001, -8.638328999999999], [206, 41.15308500000001, -8.638523999999999], [207, 41.15312100000001, -8.638718999999998]]",191.0
0,"[[7, 41.151051, -8.610615], [8, 41.151051, -8.610615000000001]]",12.0
0,"[[1819, 41.162949000000005, -8.633267999999997], [1820, 41.162949000000005, -8.633268]]",12.0
0,"[[217, 41.16912715384618, -8.605934999999999], [218, 41.1693147692308, -8.605889999999999], [219, 41.16950238461542, -8.605844999999999], [220, 41.16969000000004, -8.605799999999999], [221, 41.16969, -8.6058], [222, 41.169807, -8.605654714285714], [223, 41.169924, -8.605509428571429], [224, 41.170041000000005, -8.605364142857143]]",17.0
4,"[[152, 41.15815920000001, -8.608834799999999], [153, 41.15834100000001, -8.608756499999998], [154, 41.15852280000001, -8.608678199999998], [155, 41.15870460000001, -8.608599899999998], [156, 41.15888640000001, -8.608521599999998], [157, 41.15906820000001, -8.608443299999998], [158, 41.15925000000001, -8.608364999999997], [159, 41.15925, -8.608365000000001], [160, 41.15945475, -8.60827725], [161, 41.1596595, -8.6081895], [162, 41.159864250000005, -8.60810175], [163, 41.16006900000001, -8.608013999999999], [164, 41.160069, -8.608014], [165, 41.1602328, -8.607931200000001], [166, 41.160396600000006, -8.607848400000002], [167, 41.16056040000001, -8.607765600000002], [168, 41.16072420000001, -8.607682800000003], [169, 41.160888000000014, -8.607600000000003], [170, 41.160888, -8.6076], [171, 41.16106847368421, -8.60753747368421], [172, 41.16124894736842, -8.607474947368422], [173, 41.16142942105263, -8.607412421052633], [174, 41.16160989473684, -8.607349894736844], [175, 41.16179036842105, -8.607287368421055], [176, 41.16197084210526, -8.607224842105266], [177, 41.16215131578947, -8.607162315789477], [178, 41.16233178947368, -8.607099789473688], [179, 41.16251226315789, -8.607037263157899], [180, 41.1626927368421, -8.60697473684211], [181, 41.16287321052632, -8.606912210526321], [182, 41.16305368421053, -8.606849684210532], [183, 41.163234157894735, -8.606787157894743], [184, 41.16341463157895, -8.606724631578954], [185, 41.16359510526316, -8.606662105263165], [186, 41.163775578947366, -8.606599578947376], [187, 41.163956052631576, -8.606537052631587], [188, 41.16413652631579, -8.606474526315798], [189, 41.164317, -8.60641200000001], [190, 41.164317, -8.606412], [191, 41.164506, -8.606358], [192, 41.164695, -8.606304], [193, 41.164877571428576, -8.606309785714286], [194, 41.16506014285715, -8.606315571428572], [195, 41.165242714285725, -8.606321357142859], [196, 41.1654252857143, -8.606327142857145], [197, 41.16560785714288, -8.606332928571431], [198, 41.16579042857145, -8.606338714285718], [199, 41.16597300000002, -8.606344500000004], [200, 41.1661555714286, -8.60635028571429], [201, 41.16633814285717, -8.606356071428577], [202, 41.16652071428575, -8.606361857142863], [203, 41.16670328571432, -8.60636764285715], [204, 41.166885857142894, -8.606373428571436], [205, 41.16706842857147, -8.606379214285722], [206, 41.16725100000004, -8.606385000000008], [207, 41.167251, -8.606385], [208, 41.16743861538462, -8.60634], [209, 41.16762623076924, -8.606295], [210, 41.167813846153855, -8.60625], [211, 41.16800146153847, -8.606205], [212, 41.16818907692309, -8.60616]]",70.0
1,"[[107, 41.15378700000001, -8.613197999999999], [108, 41.15377980000001, -8.612996399999998], [109, 41.15377260000001, -8.612794799999998], [110, 41.15376540000001, -8.612593199999997], [111, 41.15375820000001, -8.612391599999997], [112, 41.153751000000014, -8.612189999999996], [113, 41.153751, -8.61219]]",18.0
0,"[[71, 41.155281, -8.618688000000002], [72, 41.155281, -8.618687999999999]]",14.0
0,"[[61, 41.155551, -8.620398000000002], [62, 41.155551, -8.620398]]",13.0
0,"[[3, 41.14761750000001, -8.61993], [4, 41.14762800000001, -8.620125], [5, 41.14763850000001, -8.62032], [6, 41.147649000000015, -8.620515]]",28.0
0,"[[264, 41.153548304347886, -8.61014008695656], [265, 41.15356004347832, -8.609957869565257]]",11.0
0,"[[136, 41.184666, -8.609229000000008], [137, 41.184666, -8.609229000000001], [138, 41.184666, -8.609211]]",12.0
0,"[[75, 41.14597663636364, -8.612815909090909], [76, 41.14597827272727, -8.612622818181817], [77, 41.1459799090909, -8.612429727272726], [78, 41.14598154545454, -8.612236636363635], [79, 41.145983181818174, -8.612043545454544], [80, 41.14598481818181, -8.611850454545452], [81, 41.14598645454544, -8.611657363636361], [82, 41.14598809090908, -8.61146427272727]]",21.0
0,"[[258, 41.15852999999999, -8.630028], [259, 41.15852999999999, -8.630028000000001]]",17.0
0,"[[187, 41.164587, -8.639208], [188, 41.164587, -8.639091], [190, 41.164587, -8.638929000000001], [191, 41.164587, -8.6386815], [192, 41.164587, -8.638434]]",31.0
0,"[[177, 41.164695, -8.640332999999998], [178, 41.164695, -8.640333]]",14.0
0,"[[171, 41.164875, -8.641358999999998], [172, 41.164875, -8.641359]]",15.0
0,"[[10, 41.18238, -8.598645000000003], [11, 41.18238, -8.598645000000001]]",16.0
0,"[[358, 41.17006799999999, -8.592129000000005], [359, 41.17006799999999, -8.592129000000002]]",12.0
2,"[[1, 41.145983, -8.610513], [2, 41.146099, -8.610365999999999], [3, 41.146215, -8.610218999999999], [4, 41.146331, -8.610071999999999], [5, 41.146447, -8.609924999999999], [6, 41.14656299999999, -8.609777999999999], [7, 41.14667899999999, -8.609630999999998], [8, 41.14679499999999, -8.609483999999998], [9, 41.14691099999999, -8.609336999999998], [10, 41.146911, -8.609337], [11, 41.14701, -8.609154], [12, 41.147109, -8.608971], [13, 41.147208, -8.608788], [14, 41.14736804347826, -8.608698782608696]]",24.0
