,polyline,value
5,"[[47, -8.606151, 41.164452], [48, -8.606176714285715, 41.16463842857143], [49, -8.606202428571429, 41.16482485714286], [50, -8.606228142857143, 41.16501128571429], [51, -8.606253857142857, 41.165197714285725], [52, -8.606279571428571, 41.16538414285716], [53, -8.606305285714285, 41.16557057142859], [54, -8.606330999999999, 41.16575700000002], [55, -8.606330999999999, 41.165757], [56, -8.606344499999999, 41.165953875], [57, -8.606357999999998, 41.16615075], [58, -8.606371499999998, 41.166347625], [59, -8.606384999999998, 41.1665445], [60, -8.606398499999997, 41.166741375], [61, -8.606411999999997, 41.16693825], [62, -8.606425499999997, 41.167135125], [63, -8.606438999999996, 41.167332], [64, -8.606439, 41.167332], [65, -8.60643, 41.167531], [66, -8.606421, 41.16773], [67, -8.606411999999999, 41.167929], [68, -8.606402999999998, 41.168128], [69, -8.606393999999998, 41.168327000000005], [70, -8.606384999999998, 41.16852600000001]]",34.0
3,"[[7, -8.609119714285715, 41.15776242857143], [8, -8.609019428571429, 41.15794885714286], [9, -8.608919142857143, 41.158135285714295], [10, -8.608818857142857, 41.15832171428573], [11, -8.608718571428572, 41.15850814285716], [12, -8.608618285714286, 41.15869457142859], [13, -8.608518, 41.15888100000002], [14, -8.608518, 41.158881], [15, -8.6084082, 41.1590736], [16, -8.608298399999999, 41.1592662], [17, -8.608188599999998, 41.1594588], [18, -8.608078799999998, 41.1596514], [19, -8.607968999999997, 41.15984399999999], [20, -8.607969, 41.159844], [21, -8.607889285714286, 41.160024], [22, -8.607809571428572, 41.160204], [23, -8.607729857142857, 41.160384], [24, -8.607650142857143, 41.160564], [25, -8.607570428571428, 41.160744], [26, -8.607490714285714, 41.160924], [27, -8.607410999999999, 41.161104], [28, -8.607344684210526, 41.16128021052632], [29, -8.607278368421053, 41.16145642105263], [30, -8.60721205263158, 41.16163263157894], [31, -8.607145736842106, 41.16180884210525], [32, -8.607079421052633, 41.161985052631564], [33, -8.60701310526316, 41.16216126315788], [34, -8.606946789473687, 41.16233747368419], [35, -8.606880473684214, 41.1625136842105], [36, -8.60681415789474, 41.162689894736815], [37, -8.606747842105268, 41.16286610526313], [38, -8.606681526315795, 41.16304231578944], [39, -8.606615210526321, 41.16321852631575], [40, -8.606548894736848, 41.16339473684207], [41, -8.606482578947375, 41.16357094736838], [42, -8.606416263157902, 41.16374715789469], [43, -8.606349947368429, 41.163923368421], [44, -8.606283631578956, 41.16409957894732], [45, -8.606217315789483, 41.16427578947363]]",49.0
0,"[[12, -8.61219, 41.15375099999999], [13, -8.61219, 41.153751]]",24.0
0,"[[77, -8.6058, 41.16969], [78, -8.6056305, 41.1698265], [80, -8.6052915, 41.17009949999999]]",13.0
0,"[[75, -8.605844999999999, 41.16950238461542]]",11.0
3,"[[21, -8.608014, 41.160069], [22, -8.607910500000001, 41.16027375], [23, -8.607807000000001, 41.1604785], [24, -8.607703500000001, 41.160683250000005], [25, -8.607600000000001, 41.16088800000001], [26, -8.6076, 41.160888], [27, -8.60753747368421, 41.16106847368421], [28, -8.607474947368422, 41.16124894736842], [29, -8.607412421052633, 41.16142942105263], [30, -8.607349894736844, 41.16160989473684], [31, -8.607287368421055, 41.16179036842105], [32, -8.607224842105266, 41.16197084210526], [33, -8.607162315789477, 41.16215131578947], [34, -8.607099789473688, 41.16233178947368], [35, -8.607037263157899, 41.16251226315789], [36, -8.60697473684211, 41.1626927368421], [37, -8.606912210526321, 41.16287321052632], [38, -8.606849684210532, 41.16305368421053], [39, -8.606787157894743, 41.163234157894735], [40, -8.606724631578954, 41.16341463157895], [41, -8.606662105263165, 41.16359510526316], [42, -8.606599578947376, 41.163775578947366], [43, -8.606537052631587, 41.163956052631576], [44, -8.606474526315798, 41.16413652631579], [45, -8.60641200000001, 41.164317], [46, -8.606412, 41.164317], [47, -8.606358, 41.164506], [48, -8.606304, 41.164695], [49, -8.606309785714286, 41.164877571428576], [50, -8.606315571428572, 41.16506014285715], [51, -8.606321357142859, 41.165242714285725], [52, -8.606327142857145, 41.1654252857143], [53, -8.606332928571431, 41.16560785714288], [54, -8.606338714285718, 41.16579042857145], [55, -8.606344500000004, 41.16597300000002], [56, -8.60635028571429, 41.1661555714286], [57, -8.606356071428577, 41.16633814285717], [58, -8.606361857142863, 41.16652071428575], [59, -8.60636764285715, 41.16670328571432], [60, -8.606373428571436, 41.166885857142894], [61, -8.606379214285722, 41.16706842857147], [62, -8.606385000000008, 41.16725100000004], [63, -8.606385, 41.167251], [64, -8.60634, 41.16743861538462], [65, -8.606295, 41.16762623076924], [66, -8.60625, 41.167813846153855], [67, -8.606205, 41.16800146153847]]",56.0
0,"[[6, -8.6090697, 41.15761380000001], [7, -8.608991399999999, 41.15779560000001], [8, -8.608913099999999, 41.15797740000001], [9, -8.608834799999999, 41.15815920000001], [10, -8.608756499999998, 41.15834100000001], [11, -8.608678199999998, 41.15852280000001], [12, -8.608599899999998, 41.15870460000001], [13, -8.608521599999998, 41.15888640000001], [14, -8.608443299999998, 41.15906820000001], [15, -8.608364999999997, 41.15925000000001], [16, -8.608365000000001, 41.15925], [17, -8.60827725, 41.15945475], [18, -8.6081895, 41.1596595], [19, -8.60810175, 41.159864250000005]]",23.0
0,"[[63, -8.6127435, 41.14597725], [64, -8.612478000000001, 41.1459795], [65, -8.612212500000002, 41.14598175], [66, -8.611947000000002, 41.145984000000006], [67, -8.611681500000003, 41.14598625000001], [68, -8.611416000000004, 41.14598850000001]]",17.0
1,"[[47, -8.615834999999993, 41.14529999999999], [48, -8.615835, 41.145300000000006], [49, -8.615605500000001, 41.14534950000001], [50, -8.615376000000001, 41.14539900000001]]",13.0
0,"[[4, -8.630334, 41.15923199999999], [5, -8.630334, 41.159232]]",12.0
4,"[[0, -8.61066, 41.145867], [1, -8.610494625, 41.1459975], [2, -8.61032925, 41.146128], [3, -8.610163875, 41.1462585], [4, -8.6099985, 41.14638899999999], [5, -8.609833125, 41.14651949999999], [6, -8.60966775, 41.14664999999999], [7, -8.609502375, 41.146780499999984], [8, -8.609337, 41.14691099999998], [9, -8.609337, 41.146911], [10, -8.6090625, 41.1470595], [11, -8.608788, 41.14720799999999], [12, -8.608788, 41.147208], [13, -8.608694727272727, 41.147375318181815]]",24.0
5,"[[26, -8.611614000000001, 41.14782], [27, -8.611855153846156, 41.14780892307692], [28, -8.61209630769231, 41.14779784615384], [29, -8.612337461538464, 41.14778676923076], [30, -8.612578615384619, 41.14777569230768], [31, -8.612819769230773, 41.1477646153846], [32, -8.613060923076928, 41.14775353846152], [33, -8.613302076923082, 41.14774246153844], [34, -8.613543230769237, 41.14773138461536], [35, -8.613784384615391, 41.14772030769228], [36, -8.614025538461545, 41.1477092307692], [37, -8.6142666923077, 41.14769815384612], [38, -8.614507846153854, 41.14768707692304], [39, -8.614749000000009, 41.14767599999996], [40, -8.614990153846163, 41.14766492307688], [41, -8.615231307692317, 41.1476538461538], [42, -8.615472461538472, 41.14764276923072], [43, -8.615713615384626, 41.14763169230764], [44, -8.61595476923078, 41.14762061538456], [45, -8.616195923076935, 41.14760953846148], [46, -8.61643707692309, 41.1475984615384], [47, -8.616678230769244, 41.14758738461532], [48, -8.616919384615398, 41.14757630769224], [49, -8.617160538461553, 41.14756523076916], [50, -8.617401692307707, 41.14755415384608], [51, -8.617642846153862, 41.147543076923], [52, -8.617884000000016, 41.14753199999992], [53, -8.61812515384617, 41.14752092307684], [54, -8.618366307692325, 41.14750984615376], [55, -8.61860746153848, 41.14749876923068], [56, -8.618848615384634, 41.1474876923076], [57, -8.619089769230788, 41.14747661538452], [58, -8.619330923076943, 41.14746553846144], [59, -8.619572076923097, 41.14745446153836], [60, -8.619813230769251, 41.14744338461528], [61, -8.620054384615406, 41.1474323076922], [62, -8.62029553846156, 41.14742123076912], [63, -8.620536692307715, 41.14741015384604], [64, -8.620777846153869, 41.14739907692296], [65, -8.621019000000024, 41.14738799999988], [67, -8.621343, 41.147469], [68, -8.621666999999999, 41.14755], [69, -8.621667, 41.14755], [70, -8.62191, 41.147586]]",54.0
4,"[[2, -8.610612545454545, 41.14579990909092], [3, -8.610430090909091, 41.14593981818183], [4, -8.610247636363637, 41.14607972727274], [5, -8.610065181818182, 41.14621963636365], [6, -8.609882727272728, 41.146359545454565], [7, -8.609700272727274, 41.14649945454548], [8, -8.60951781818182, 41.14663936363639], [9, -8.609335363636365, 41.1467792727273], [10, -8.609152909090911, 41.14691918181821], [11, -8.608970454545457, 41.14705909090912], [12, -8.608788000000002, 41.14719900000004], [13, -8.608788, 41.147199], [14, -8.6090205, 41.1473025], [15, -8.609252999999999, 41.147406], [16, -8.609485499999998, 41.147509500000005], [17, -8.609717999999997, 41.14761300000001], [18, -8.609950499999997, 41.14771650000001], [19, -8.610182999999996, 41.14782000000001], [20, -8.610183000000001, 41.14782], [21, -8.610453000000001, 41.147847], [22, -8.610743250000002, 41.14784025], [23, -8.611033500000001, 41.1478335], [24, -8.61132375, 41.14782675000001]]",32.0
0,"[[28, -8.612136, 41.14610999999999]]",11.0
0,"[[26, -8.612390249999994, 41.14611675000002]]",11.0
0,"[[3, -8.610065590909091, 41.14632968181819], [4, -8.609924454545455, 41.14648390909092], [5, -8.609783318181819, 41.14663813636365], [6, -8.609642181818183, 41.14679236363638]]",14.0
0,"[[0, -8.610489, 41.145867], [1, -8.610347863636363, 41.146021227272726]]",11.0
2,"[[76, -8.622468, 41.147847], [78, -8.62277625, 41.14791675], [79, -8.6230485, 41.1479595], [80, -8.62332075, 41.14800225], [81, -8.623593, 41.148045], [82, -8.623764000000001, 41.148099], [83, -8.623925999999999, 41.148162], [84, -8.624267999999999, 41.14809]]",21.0
8,"[[14, -8.609067, 41.14768049999999], [15, -8.6093505, 41.14766474999999], [16, -8.609634, 41.14764899999999], [17, -8.609634000000002, 41.147649], [18, -8.609910000000001, 41.147733], [19, -8.610186, 41.147817], [20, -8.610462, 41.147901000000005], [21, -8.610462, 41.147901], [22, -8.610408, 41.147865], [23, -8.610723, 41.147865], [24, -8.611038, 41.147865], [25, -8.611037999999999, 41.147865], [26, -8.611277268292682, 41.14785578048781], [27, -8.611516536585365, 41.147846560975616], [28, -8.611755804878047, 41.14783734146342], [29, -8.61199507317073, 41.14782812195123], [30, -8.612234341463413, 41.14781890243904], [31, -8.612473609756096, 41.14780968292684], [32, -8.612712878048779, 41.14780046341465], [33, -8.612952146341462, 41.14779124390245], [34, -8.613191414634144, 41.14778202439026], [35, -8.613430682926827, 41.14777280487807], [36, -8.61366995121951, 41.14776358536587], [37, -8.613909219512193, 41.14775436585368], [38, -8.614148487804876, 41.147745146341485], [39, -8.614387756097559, 41.14773592682929], [40, -8.614627024390241, 41.1477267073171], [41, -8.614866292682924, 41.1477174878049], [42, -8.615105560975607, 41.14770826829271], [43, -8.61534482926829, 41.14769904878052], [44, -8.615584097560973, 41.14768982926832], [45, -8.615823365853656, 41.14768060975613], [46, -8.616062634146338, 41.147671390243936], [47, -8.616301902439021, 41.14766217073174], [48, -8.616541170731704, 41.14765295121955], [49, -8.616780439024387, 41.14764373170736], [50, -8.61701970731707, 41.14763451219516], [51, -8.617258975609753, 41.14762529268297], [52, -8.617498243902435, 41.14761607317077], [53, -8.617737512195118, 41.14760685365858], [54, -8.617976780487801, 41.14759763414639], [55, -8.618216048780484, 41.14758841463419], [56, -8.618455317073167, 41.147579195122], [57, -8.61869458536585, 41.147569975609805], [58, -8.618933853658532, 41.14756075609761], [59, -8.619173121951215, 41.14755153658542], [60, -8.619412390243898, 41.14754231707322], [61, -8.619651658536581, 41.14753309756103], [62, -8.619890926829264, 41.14752387804884], [63, -8.620130195121947, 41.14751465853664], [64, -8.62036946341463, 41.14750543902445], [65, -8.620608731707312, 41.147496219512256], [66, -8.620847999999995, 41.14748700000006], [67, -8.620848, 41.147487], [68, -8.621055, 41.147559], [69, -8.6213295, 41.147577], [70, -8.621604, 41.147595], [71, -8.621883, 41.14764], [72, -8.622162000000001, 41.147685]]",69.0
0,"[[82, -8.625978, 41.151744], [83, -8.625978, 41.1515496], [84, -8.625978, 41.151355200000005], [85, -8.625978, 41.15116080000001], [86, -8.625978, 41.15096640000001], [87, -8.625978, 41.15077200000001], [88, -8.625978, 41.150772]]",31.0
0,"[[64, -8.609598, 41.15528100000001], [65, -8.609598, 41.155281]]",27.0
2,"[[44, -8.609751000000001, 41.15178], [45, -8.6097675, 41.15196], [46, -8.609784, 41.15214], [47, -8.609800499999999, 41.15232], [48, -8.609816999999998, 41.1525], [49, -8.609833499999997, 41.15268], [50, -8.609849999999996, 41.15286], [51, -8.609866499999995, 41.15304], [52, -8.609882999999995, 41.15322], [53, -8.609899499999994, 41.1534], [54, -8.609915999999993, 41.15358], [55, -8.609932499999992, 41.15376]]",21.0
0,"[[38, -8.609772272727271, 41.15074663636366], [39, -8.609708454545453, 41.15093072727275], [40, -8.609644636363635, 41.151114818181846], [41, -8.609580818181817, 41.15129890909094], [42, -8.609516999999999, 41.151483000000034]]",14.0
0,"[[29, -8.610272000000005, 41.14927399999998]]",10.0
0,"[[16, -8.609859, 41.147622], [17, -8.609859, 41.147622000000005]]",29.0
0,"[[4, -8.610120000000002, 41.14633500000001], [5, -8.609933571428574, 41.14645714285715], [6, -8.609747142857145, 41.146579285714296], [7, -8.609560714285717, 41.14670142857144], [8, -8.609374285714289, 41.14682357142858]]",14.0
0,"[[0, -8.610633, 41.14588499999999], [1, -8.610462, 41.146035], [2, -8.610291, 41.146185]]",12.0
0,"[[12, -8.608644, 41.147289]]",10.0
0,"[[21, -8.60967225, 41.1475455], [22, -8.609935499999999, 41.147595], [23, -8.610198749999999, 41.14764449999999], [24, -8.610461999999998, 41.14769399999999]]",16.0
0,"[[18, -8.609272999999991, 41.14764600000004], [19, -8.60940899999999, 41.14749600000004]]",13.0
1,"[[7, -8.613238500000001, 41.153868], [8, -8.613126000000001, 41.153697], [9, -8.61285825, 41.1536745], [10, -8.6125905, 41.153652]]",14.0
4,"[[32, -8.613490609756091, 41.14772297560977], [33, -8.6137331707317, 41.14771507317074], [34, -8.61397573170731, 41.14770717073172], [35, -8.614218292682919, 41.1476992682927], [36, -8.614460853658528, 41.14769136585368], [37, -8.614703414634137, 41.14768346341465], [38, -8.614945975609746, 41.14767556097563], [39, -8.615188536585356, 41.147667658536605], [40, -8.615431097560965, 41.14765975609758], [41, -8.615673658536574, 41.14765185365856], [42, -8.615916219512183, 41.147643951219536], [43, -8.616158780487792, 41.14763604878051], [44, -8.616401341463401, 41.14762814634149], [45, -8.61664390243901, 41.14762024390247], [46, -8.61688646341462, 41.14761234146344], [47, -8.617129024390229, 41.14760443902442], [48, -8.617371585365838, 41.1475965365854], [49, -8.617614146341447, 41.14758863414637], [50, -8.617856707317056, 41.14758073170735], [51, -8.618099268292665, 41.14757282926833], [52, -8.618341829268275, 41.1475649268293], [53, -8.618584390243884, 41.14755702439028], [54, -8.618826951219493, 41.14754912195126], [55, -8.619069512195102, 41.14754121951224], [56, -8.619312073170711, 41.14753331707321], [57, -8.61955463414632, 41.14752541463419], [58, -8.61979719512193, 41.147517512195165], [59, -8.620039756097539, 41.14750960975614], [60, -8.620282317073148, 41.14750170731712], [61, -8.620524878048757, 41.147493804878096], [62, -8.620767439024366, 41.14748590243907], [63, -8.621009999999975, 41.14747800000005], [64, -8.62101, 41.147478], [65, -8.621334000000001, 41.1475185], [66, -8.621658, 41.147559], [67, -8.621901, 41.147613]]",45.0
0,"[[27, -8.612277804878046, 41.14776248780488]]",11.0
0,"[[20, -8.610615000000001, 41.147775], [21, -8.610615000000001, 41.14777500000001]]",24.0
0,"[[16, -8.617563, 41.14597499999999], [17, -8.617563, 41.145975]]",18.0
0,"[[35, -8.606946599999999, 41.15338379999999]]",10.0
0,"[[30, -8.608122, 41.153526], [31, -8.607996, 41.153472], [32, -8.607762, 41.153454]]",12.0
0,"[[27, -8.608616000000001, 41.153538000000005], [28, -8.608369000000001, 41.153532000000006]]",11.0
0,"[[7, -8.613189, 41.153895000000006], [9, -8.612721, 41.153673], [10, -8.612424, 41.15365799999999]]",13.0
0,"[[10, -8.621343, 41.14746900000001], [11, -8.621784, 41.147541], [12, -8.622063, 41.147616], [13, -8.622342000000002, 41.147691], [14, -8.622621000000002, 41.147766]]",24.0
0,"[[5, -8.62026075, 41.14770975], [6, -8.620483499999999, 41.1476085], [7, -8.620706249999998, 41.14750725]]",22.0
0,"[[150, -8.634222, 41.152545], [151, -8.634522, 41.152509], [152, -8.634822000000002, 41.15247300000001], [153, -8.635122000000003, 41.15243700000001], [154, -8.635122, 41.152437000000006], [155, -8.635482, 41.152455], [156, -8.635788000000002, 41.152473], [157, -8.636184, 41.152527000000006], [158, -8.636512499999998, 41.152599]]",18.0
0,"[[144, -8.632839, 41.15268], [145, -8.633130000000001, 41.152653], [146, -8.633421000000002, 41.15262599999999], [147, -8.633421, 41.152626], [148, -8.633853, 41.152572000000006]]",14.0
9,"[[31, -8.612406000000004, 41.148072], [32, -8.612406000000002, 41.148072], [33, -8.612647147058825, 41.14805585294118], [34, -8.612888294117647, 41.148039705882354], [35, -8.61312944117647, 41.14802355882353], [36, -8.613370588235293, 41.14800741176471], [37, -8.613611735294116, 41.14799126470589], [38, -8.613852882352939, 41.14797511764706], [39, -8.614094029411762, 41.14795897058824], [40, -8.614335176470584, 41.14794282352942], [41, -8.614576323529407, 41.1479266764706], [42, -8.61481747058823, 41.147910529411774], [43, -8.615058617647053, 41.14789438235295], [44, -8.615299764705876, 41.14787823529413], [45, -8.615540911764699, 41.14786208823531], [46, -8.615782058823521, 41.147845941176485], [47, -8.616023205882344, 41.14782979411766], [48, -8.616264352941167, 41.14781364705884], [49, -8.61650549999999, 41.14779750000002], [50, -8.616746647058813, 41.1477813529412], [51, -8.616987794117636, 41.14776520588237], [52, -8.617228941176458, 41.14774905882355], [53, -8.617470088235281, 41.14773291176473], [54, -8.617711235294104, 41.14771676470591], [55, -8.617952382352927, 41.14770061764708], [56, -8.61819352941175, 41.14768447058826], [57, -8.618434676470573, 41.14766832352944], [58, -8.618675823529395, 41.147652176470615], [59, -8.618916970588218, 41.14763602941179], [60, -8.619158117647041, 41.14761988235297], [61, -8.619399264705864, 41.14760373529415], [62, -8.619640411764687, 41.147587588235325], [63, -8.61988155882351, 41.1475714411765], [64, -8.620122705882332, 41.14755529411768], [65, -8.620363852941155, 41.14753914705886], [66, -8.620604999999978, 41.14752300000004], [67, -8.620605, 41.14752300000001], [68, -8.620881749999999, 41.14752525000001], [69, -8.6211585, 41.14752750000001], [70, -8.621435250000001, 41.14752975000001], [71, -8.621712000000002, 41.14753200000001], [72, -8.621712, 41.147532000000005], [73, -8.621948571428572, 41.14759371428572], [74, -8.622185142857143, 41.14765542857143], [75, -8.622421714285714, 41.14771714285715], [76, -8.622658285714285, 41.14777885714286], [77, -8.622894857142857, 41.147840571428574], [78, -8.623131428571428, 41.14790228571429], [79, -8.623368, 41.147964], [80, -8.623596, 41.148042], [81, -8.623823999999999, 41.148120000000006], [82, -8.624051999999999, 41.14819800000001], [83, -8.624279999999999, 41.14827600000001], [84, -8.624507999999999, 41.14835400000001], [85, -8.624735999999999, 41.148432000000014], [86, -8.624736, 41.148432], [87, -8.624970000000001, 41.148522], [88, -8.625204, 41.148612], [89, -8.625288, 41.1487875], [90, -8.625371999999999, 41.148963], [91, -8.625455999999998, 41.14913849999999], [92, -8.625539999999997, 41.14931399999999], [93, -8.625623999999997, 41.14948949999999], [94, -8.625707999999996, 41.14966499999999], [95, -8.625708, 41.149665], [96, -8.625734999999999, 41.149846125], [97, -8.625761999999998, 41.15002725], [98, -8.625788999999997, 41.15020837499999], [99, -8.625815999999997, 41.15038949999999], [100, -8.625842999999996, 41.15057062499999], [101, -8.625869999999995, 41.15075174999998], [102, -8.625896999999995, 41.15093287499998], [103, -8.625923999999994, 41.15111399999998], [104, -8.625924, 41.151114], [105, -8.625967874999999, 41.151303], [106, -8.626011749999998, 41.151492], [107, -8.626055624999998, 41.151681], [108, -8.626099499999997, 41.15187], [109, -8.626143374999996, 41.152059], [110, -8.626187249999996, 41.15224799999999], [111, -8.626231124999995, 41.15243699999999], [112, -8.626274999999994, 41.15262599999999], [113, -8.626275, 41.152626], [115, -8.626572000000001, 41.152671], [116, -8.62695, 41.152554], [117, -8.627211, 41.1525414], [118, -8.627472000000001, 41.152528800000006], [119, -8.627733000000001, 41.15251620000001], [120, -8.627994000000001, 41.15250360000001], [121, -8.628255000000001, 41.15249100000001], [122, -8.628255, 41.152491000000005], [123, -8.628505714285714, 41.15250514285714], [124, -8.628756428571428, 41.15251928571429], [125, -8.629007142857143, 41.152533428571424], [126, -8.629257857142857, 41.15254757142856], [127, -8.629508571428572, 41.1525617142857], [128, -8.629759285714286, 41.15257585714284], [129, -8.63001, 41.15258999999998], [130, -8.63001, 41.15259], [131, -8.630082, 41.152599], [132, -8.630199000000001, 41.152617], [133, -8.6304744, 41.1526296], [134, -8.6307498, 41.1526422], [135, -8.6310252, 41.15265479999999], [136, -8.6313006, 41.15266739999999], [137, -8.631575999999999, 41.15267999999999], [138, -8.631575999999999, 41.15268], [139, -8.631819, 41.15268675], [140, -8.632062000000001, 41.1526935], [141, -8.632305000000002, 41.15270025]]",120.0
0,"[[23, -8.610405, 41.147748], [24, -8.610708, 41.147793], [26, -8.611011, 41.147838]]",14.0
1,"[[15, -8.608806000000001, 41.147433], [16, -8.609035500000001, 41.14748475], [17, -8.609265, 41.1475365], [18, -8.6094945, 41.14758825], [19, -8.609724, 41.14764], [20, -8.610066, 41.147703], [21, -8.610074999999998, 41.147703]]",17.0
3,"[[4, -8.609634000000002, 41.151672000000005], [5, -8.609692500000001, 41.1518475], [6, -8.609751000000001, 41.152023], [7, -8.6098095, 41.1521985], [8, -8.609868, 41.152374], [9, -8.6099265, 41.15254949999999], [10, -8.609985, 41.15272499999999], [11, -8.609985, 41.152725], [12, -8.60996475, 41.15290950000001], [13, -8.6099445, 41.15309400000001], [14, -8.609924249999999, 41.15327850000001], [15, -8.609903999999998, 41.153463000000016], [16, -8.609904, 41.153463]]",23.0
0,"[[1, -8.609715, 41.151222]]",11.0
1,"[[12, -8.621576999999998, 41.147505], [13, -8.621828999999998, 41.147568], [14, -8.622080999999998, 41.147631], [16, -8.62232625, 41.1476985], [17, -8.622571500000001, 41.147766], [18, -8.622816750000002, 41.1478335], [19, -8.623062000000003, 41.147901]]",23.0
0,"[[5, -8.620460999999999, 41.1476418], [6, -8.620703999999998, 41.1476076], [7, -8.620946999999997, 41.1475734], [8, -8.621189999999997, 41.1475392]]",21.0
1,"[[32, -8.610471, 41.14791], [33, -8.610507, 41.147901], [34, -8.6107275, 41.1478155]]",12.0
0,"[[24, -8.608899000000001, 41.147589], [25, -8.609172000000001, 41.147547], [26, -8.609445000000001, 41.147505], [27, -8.609694750000001, 41.1475905], [28, -8.609944500000001, 41.147676], [29, -8.610194250000001, 41.1477615]]",16.0
0,"[[10, -8.612716500000001, 41.1537555], [11, -8.612379, 41.153751]]",11.0
0,"[[7, -8.61327, 41.153841], [8, -8.61327, 41.15384100000001]]",17.0
0,"[[161, -8.633645999999999, 41.15261699999999], [162, -8.633645999999999, 41.152617]]",16.0
1,"[[152, -8.631513, 41.152635], [153, -8.6317668, 41.1526458], [154, -8.632020599999999, 41.1526566], [155, -8.632274399999998, 41.1526674]]",13.0
5,"[[123, -8.625924, 41.151735], [124, -8.625969, 41.151735], [125, -8.625951, 41.151744], [126, -8.625996, 41.151906], [127, -8.625987, 41.15196], [128, -8.626059000000001, 41.1521805], [129, -8.626131, 41.152401], [130, -8.626167, 41.152509], [131, -8.626468500000001, 41.152549500000006], [132, -8.62677, 41.15259], [133, -8.6270418, 41.152572000000006], [134, -8.6273136, 41.15255400000001], [135, -8.627585400000001, 41.15253600000001], [136, -8.627857200000001, 41.152518000000015], [137, -8.628129000000001, 41.15250000000002], [138, -8.628129000000001, 41.1525], [140, -8.62866, 41.152506], [141, -8.6289255, 41.152509], [142, -8.629190999999999, 41.152512], [143, -8.629456499999998, 41.152515], [144, -8.629721999999997, 41.152518], [145, -8.629722000000001, 41.15251799999999], [146, -8.630189999999999, 41.152563], [147, -8.630351999999998, 41.152599], [148, -8.63064225, 41.152608], [149, -8.6309325, 41.152617000000006], [150, -8.631222750000001, 41.15262600000001]]",40.0
0,"[[117, -8.625879, 41.150979]]",20.0
0,"[[115, -8.625897, 41.15097000000001]]",11.0
3,"[[87, -8.622531, 41.147784], [88, -8.622539999999999, 41.147811], [89, -8.622803999999999, 41.147874], [90, -8.623068, 41.147937], [91, -8.623332000000001, 41.148], [92, -8.623596000000003, 41.14806299999999], [93, -8.623860000000004, 41.14812599999999], [94, -8.624124000000005, 41.14818899999999], [95, -8.624124000000002, 41.148189], [96, -8.624320714285716, 41.14829185714286], [97, -8.62451742857143, 41.14839471428572], [98, -8.624714142857144, 41.14849757142857], [99, -8.624910857142858, 41.14860042857143], [100, -8.625107571428572, 41.14870328571429], [101, -8.625304285714286, 41.14880614285714], [103, -8.6255535, 41.1491115], [104, -8.625606000000001, 41.149314], [105, -8.625658500000002, 41.1495165], [106, -8.625711000000003, 41.149719000000005], [107, -8.625763500000003, 41.149921500000005], [108, -8.625816000000004, 41.150124000000005], [109, -8.625816000000002, 41.150124], [110, -8.62587, 41.150466]]",37.0
4,"[[61, -8.61645049999999, 41.14791099999997], [62, -8.61668924999999, 41.14789499999997], [63, -8.616927999999989, 41.14787899999997], [64, -8.617166749999988, 41.147862999999965], [65, -8.617405499999988, 41.14784699999996], [66, -8.617644249999987, 41.14783099999996], [67, -8.617882999999987, 41.14781499999996], [68, -8.618121749999986, 41.14779899999996], [69, -8.618360499999985, 41.147782999999954], [70, -8.618599249999985, 41.14776699999995], [71, -8.618837999999984, 41.14775099999995], [72, -8.619076749999984, 41.14773499999995], [73, -8.619315499999983, 41.147718999999945], [74, -8.619554249999982, 41.14770299999994], [75, -8.619792999999982, 41.14768699999994], [76, -8.620031749999981, 41.14767099999994], [77, -8.62027049999998, 41.147654999999936], [78, -8.62050924999998, 41.147638999999934], [79, -8.62074799999998, 41.14762299999993], [80, -8.620986749999979, 41.14760699999993], [81, -8.621225499999978, 41.14759099999993], [82, -8.621464249999978, 41.147574999999925], [83, -8.621702999999977, 41.14755899999992], [84, -8.621703, 41.147559], [85, -8.622081, 41.14764]]",35.0
4,"[[43, -8.612105999999999, 41.147955], [44, -8.612356499999999, 41.148], [45, -8.612606999999999, 41.148045], [46, -8.612857499999999, 41.14809], [47, -8.613107999999999, 41.148135], [48, -8.613346749999998, 41.148119], [49, -8.613585499999997, 41.148103], [50, -8.613824249999997, 41.148087], [51, -8.614062999999996, 41.148071], [52, -8.614301749999996, 41.14805499999999], [53, -8.614540499999995, 41.14803899999999]]",20.0
0,"[[40, -8.611604999999999, 41.14786499999999], [41, -8.611604999999999, 41.147865]]",14.0
0,"[[32, -8.609796000000001, 41.147679], [33, -8.610102000000001, 41.147736], [35, -8.610408, 41.147793], [36, -8.6106474, 41.1478074]]",14.0
0,"[[25, -8.608554, 41.14737000000001], [26, -8.608554, 41.14737]]",21.0
0,"[[80, -8.606240999999999, 41.16451499999999], [81, -8.606240999999999, 41.164515]]",19.0
0,"[[72, -8.606646, 41.163156000000015], [73, -8.606646, 41.16315600000001]]",20.0
0,"[[67, -8.606817, 41.162697]]",10.0
1,"[[59, -8.607358799999997, 41.1614622], [60, -8.607281399999996, 41.1616386], [61, -8.607203999999996, 41.161815], [62, -8.607126599999996, 41.161991400000005], [63, -8.607049199999995, 41.162167800000006], [64, -8.606971799999995, 41.16234420000001], [65, -8.606894399999995, 41.16252060000001]]",16.0
0,"[[56, -8.607590999999998, 41.160933], [57, -8.607513599999997, 41.1611094]]",11.0
